file_name,track_id,subset,bit_rate,duration,genre_top,genre_class,train-test,title
000777.mp3,000777,small,256000,90,Rock,7,Train,Quickies
000814.mp3,000814,small,256000,146,Folk,2,Train,Hall of Fame (2000)
000821.mp3,000821,small,256000,200,Pop,6,Train,"Sir 12"" EP"
000822.mp3,000822,small,256000,323,Pop,6,Train,"Sir 12"" EP"
000825.mp3,000825,small,128000,83,Rock,7,Train,Pompeii
000853.mp3,000853,small,256000,137,International,5,Test,Black Mirror: Reflections In Global Musics (1915-1955)
000890.mp3,000890,small,256000,297,Folk,2,Train,Century of Moonlight
000892.mp3,000892,small,256000,480,Folk,2,Train,The Vertigo of Dawn
000897.mp3,000897,small,256000,275,Experimental,1,Train,White Hymn
000993.mp3,000993,small,256000,86,Rock,7,Train,The Sounds of Megaphone Unlimited
000995.mp3,000995,small,256000,298,Experimental,1,Train,The Death of Patience
000997.mp3,000997,small,256000,520,Experimental,1,Test,The Death of Patience
000998.mp3,000998,small,256000,475,Experimental,1,Train,The Death of Patience
001039.mp3,001039,small,256000,169,Rock,7,Train,Ride the Skies
001040.mp3,001040,small,192000,310,Rock,7,Train,Wonderful Rainbow
001066.mp3,001066,small,192000,234,Experimental,1,Train,Norteñas
001069.mp3,001069,small,192000,110,Experimental,1,Train,Norteñas
001073.mp3,001073,small,192000,93,Experimental,1,Train,Norteñas
001075.mp3,001075,small,192000,62,Experimental,1,Train,Norteñas
001082.mp3,001082,small,256000,187,International,5,Train,Black Mirror: Reflections In Global Musics (1915-1955)
001083.mp3,001083,small,192000,472,Experimental,1,Train,High Beams
001087.mp3,001087,small,256000,315,Rock,7,Train,Kontpab
001102.mp3,001102,small,256000,327,Rock,7,Train,Opulence
001193.mp3,001193,small,192000,286,Folk,2,Train,Seven New Songs
001195.mp3,001195,small,192000,212,Folk,2,Train,Seven New Songs
001196.mp3,001196,small,192000,221,Folk,2,Train,Seven New Songs
001197.mp3,001197,small,192000,161,Folk,2,Train,Seven New Songs
001249.mp3,001249,small,256000,566,Experimental,1,Test,Handcut Record Transfers
001259.mp3,001259,small,256000,208,Experimental,1,Train,Cover The Earth
001270.mp3,001270,small,128000,149,Rock,7,Train,"Workingman / Cocksuckerbastardmotherfucker 7"""
001276.mp3,001276,small,256000,145,Experimental,1,Train,Thigmotactic
001277.mp3,001277,small,256000,253,Experimental,1,Train,No Business
001278.mp3,001278,small,256000,592,Experimental,1,Test,No Business
001417.mp3,001417,small,256000,232,Rock,7,Train,Straight To the Heart
001427.mp3,001427,small,128000,248,Rock,7,Train,Painted Shadows
001443.mp3,001443,small,192000,423,Experimental,1,Train,Bored Fortress Single Series Split w. Charalambides
001482.mp3,001482,small,256000,216,Electronic,0,Train,Vectors
001510.mp3,001510,small,256000,91,Experimental,1,Train,They Lured Us Into the Basement
001544.mp3,001544,small,256000,370,Folk,2,Train,In The Valley
001642.mp3,001642,small,256000,68,Pop,6,Train,Wackity Schmackity Doo
001644.mp3,001644,small,256000,146,Pop,6,Train,Wackity Schmackity Doo
001649.mp3,001649,small,256000,139,Pop,6,Train,Wackity Schmackity Doo
001661.mp3,001661,small,256000,127,Pop,6,Train,Wackity Schmackity Doo
001663.mp3,001663,small,192000,200,Pop,6,Train,Egg Soldiers
001666.mp3,001666,small,192000,282,Pop,6,Train,Egg Soldiers
001673.mp3,001673,small,192000,250,Experimental,1,Train,Thee Haunted Cobblestone Sunset Concert Series #10
001680.mp3,001680,small,256000,436,International,5,Train,"Zanzibar, New York"
001681.mp3,001681,small,256000,274,International,5,Train,"Zanzibar, New York"
001682.mp3,001682,small,256000,354,International,5,Test,"Zanzibar, New York"
001683.mp3,001683,small,256000,312,International,5,Train,"Zanzibar, New York"
001684.mp3,001684,small,256000,230,International,5,Train,"Zanzibar, New York"
001685.mp3,001685,small,256000,308,International,5,Train,"Zanzibar, New York"
001686.mp3,001686,small,256000,374,International,5,Train,"Zanzibar, New York"
001687.mp3,001687,small,256000,330,International,5,Train,"Zanzibar, New York"
001688.mp3,001688,small,256000,285,International,5,Test,"Zanzibar, New York"
001689.mp3,001689,small,256000,543,International,5,Train,"Zanzibar, New York"
001701.mp3,001701,small,256000,386,Folk,2,Test,This is Fire
001702.mp3,001702,small,256000,286,Folk,2,Train,Curse the Traced Bird
001703.mp3,001703,small,256000,288,Folk,2,Test,Curse the Traced Bird
001704.mp3,001704,small,256000,435,Folk,2,Train,This is Fire
001706.mp3,001706,small,128000,175,Rock,7,Train,In the Pineys
001720.mp3,001720,small,192000,269,Rock,7,Train,The Phynx
001732.mp3,001732,small,256000,341,Experimental,1,Train,Teeth Mtn CD-R
001733.mp3,001733,small,256000,276,Experimental,1,Train,Teeth Mtn CD-R
001735.mp3,001735,small,256000,132,Experimental,1,Train,Teeth Mtn CD-R
001736.mp3,001736,small,256000,275,Experimental,1,Train,Teeth Mtn CD-R
001883.mp3,001883,small,160000,158,Rock,7,Test,Introducing The Yolks
001891.mp3,001891,small,192000,303,Rock,7,Train,Peanut Butter Oven EP
001893.mp3,001893,small,122892,202,Folk,2,Train,Tommy Jay's Tall Tales Of Trauma
001924.mp3,001924,small,128000,167,Folk,2,Train,Inside the Skate Scandal
001925.mp3,001925,small,128000,170,Folk,2,Train,Magic Car Wash
001929.mp3,001929,small,256000,216,Experimental,1,Train,Spleencoffin presents: Ladyz in Noyz
001930.mp3,001930,small,256000,233,Rock,7,Test,Galapagos Momentum
002012.mp3,002012,small,256000,200,Experimental,1,Train,Assphixxxeateshun
002096.mp3,002096,small,256000,453,Experimental,1,Train,1st CD-R
002097.mp3,002097,small,256000,257,Folk,2,Test,Paradise Now
002099.mp3,002099,small,192000,244,Pop,6,Train,peaofthesea
003263.mp3,003263,small,256000,208,Folk,2,Test,Live at WFMU on Michael Goodstein's Show on 9/27/2008
003264.mp3,003264,small,256000,354,Folk,2,Train,Live at WFMU on Michael Goodstein's Show on 9/27/2008
003265.mp3,003265,small,256000,171,Folk,2,Train,Live at WFMU on Michael Goodstein's Show on 9/27/2008
003266.mp3,003266,small,256000,248,Folk,2,Train,Live at WFMU on Michael Goodstein's Show on 9/27/2008
003270.mp3,003270,small,256000,288,Folk,2,Train,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008
003271.mp3,003271,small,256000,166,Folk,2,Train,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008
003272.mp3,003272,small,256000,174,Folk,2,Test,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008
003273.mp3,003273,small,256000,173,Folk,2,Train,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008
003274.mp3,003274,small,256000,349,Folk,2,Train,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008
003492.mp3,003492,small,256000,286,Rock,7,Test,Live at WFMU on Liz Berg's Show on 3/24/2008
003532.mp3,003532,small,256000,170,Pop,6,Test,Live at WFMU on Liz Berg's Show on 6/13/2008
003533.mp3,003533,small,256000,242,Pop,6,Train,Live at WFMU on Liz Berg's Show on 6/13/2008
003534.mp3,003534,small,256000,130,Pop,6,Train,Live at WFMU on Liz Berg's Show on 6/13/2008
003535.mp3,003535,small,256000,208,Pop,6,Train,Live at WFMU on Liz Berg's Show on 6/13/2008
003537.mp3,003537,small,256000,247,Pop,6,Train,Live at WFMU on Liz Berg's Show on 6/13/2008
003538.mp3,003538,small,256000,210,Pop,6,Train,Live at WFMU on Liz Berg's Show on 6/13/2008
003573.mp3,003573,small,256000,235,Electronic,0,Test,Live at WFMU on OCDJ's Show on 7/23/2003
003598.mp3,003598,small,256000,139,Folk,2,Train,Live at WFMU 10/30/07 on Hatch's Show
003624.mp3,003624,small,256000,184,Rock,7,Train,Live at WFMU on Evan Davies's Show on 9/16/2008
003707.mp3,003707,small,256000,341,Folk,2,Train,Live at WFMU on Brian Turner's Show on 7/26/2005
003708.mp3,003708,small,256000,245,Folk,2,Train,Live at WFMU on Brian Turner's Show on 7/26/2005
003720.mp3,003720,small,128000,240,Rock,7,Train,Live at WFMU on Liz B's Show on 7/7/2008
003721.mp3,003721,small,128000,318,Rock,7,Train,Live at WFMU on Liz B's Show on 7/7/2008
003722.mp3,003722,small,128000,202,Rock,7,Train,Live at WFMU on Liz B's Show on 7/7/2008
003724.mp3,003724,small,128000,370,Rock,7,Train,Live at WFMU on Liz B's Show on 7/7/2008
003725.mp3,003725,small,128000,289,Rock,7,Train,Live at WFMU on Liz B's Show on 7/7/2008
003761.mp3,003761,small,256000,257,Rock,7,Train,Live at WFMU on Brian Turner's Show on 4/22/2003
003762.mp3,003762,small,256000,541,Rock,7,Test,Live at WFMU on Brian Turner's Show on 4/22/2003
003763.mp3,003763,small,256000,180,Rock,7,Train,Live at WFMU on Brian Turner's Show on 4/22/2003
003765.mp3,003765,small,256000,444,Rock,7,Train,Live at WFMU on Brian Turner's Show on 4/22/2003
003766.mp3,003766,small,256000,282,Rock,7,Test,Live at WFMU on Brian Turner's Show on 4/22/2003
003775.mp3,003775,small,256000,594,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/18/2008
003776.mp3,003776,small,256000,363,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/18/2008
003777.mp3,003777,small,256000,445,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/18/2008
003778.mp3,003778,small,256000,258,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/18/2008
003779.mp3,003779,small,256000,423,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/18/2008
003832.mp3,003832,small,256000,419,Folk,2,Train,Live at WFMU on Irene Trudel's show 10/27/2008
003833.mp3,003833,small,256000,316,Rock,7,Train,Live at WFMU on Brian Turner's Show on 2/27/2001
003840.mp3,003840,small,256000,489,Rock,7,Train,Live at WFMU on Brian Turner's Show on 2/27/2001
003880.mp3,003880,small,256000,258,Folk,2,Train,Live at WFMU on Bethany's Show on 9/10/2006
003895.mp3,003895,small,256000,467,International,5,Train,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008
003896.mp3,003896,small,256000,374,International,5,Test,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008
003904.mp3,003904,small,256000,263,Folk,2,Train,Live at WFMU on Hatch's Show on 12/12/2005
003905.mp3,003905,small,256000,508,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 10/13/2008
003906.mp3,003906,small,256000,264,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 10/13/2008
003908.mp3,003908,small,256000,337,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 10/13/2008
003909.mp3,003909,small,256000,410,Folk,2,Test,Live at WFMU on Irene Trudel's Show on 10/13/2008
003910.mp3,003910,small,256000,361,Folk,2,Train,Live at WFMU on Hatch's Show on 12/12/2005
003911.mp3,003911,small,256000,158,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 10/13/2008
003912.mp3,003912,small,256000,218,Folk,2,Train,Live at WFMU on Hatch's Show on 12/12/2005
003913.mp3,003913,small,256000,388,Folk,2,Test,Live at WFMU on Hatch's Show on 12/12/2005
003920.mp3,003920,small,256000,194,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 9/10/2007
003921.mp3,003921,small,256000,157,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 9/10/2007
003950.mp3,003950,small,256000,150,Rock,7,Train,Live at WFMU of Joe Belock's Show 6/19/2008
004013.mp3,004013,small,256000,353,Folk,2,Test,Live at WFMU on Irene Trudel's Show on 3/31/2008
004017.mp3,004017,small,256000,403,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 3/31/2008
004022.mp3,004022,small,256000,79,Rock,7,Train,Live at WFMU on Brian Turner's Show on 5/27/2008
004037.mp3,004037,small,256000,315,Folk,2,Train,Live at WFMU on Irene Trudel's Show 11/10/08
004066.mp3,004066,small,256000,255,Folk,2,Train,Live at WFMU on Irene Trudel's Show on 6/9/2008
004067.mp3,004067,small,256000,273,Folk,2,Test,Live at WFMU on Irene Trudel's Show on 6/9/2008
004068.mp3,004068,small,256000,341,Folk,2,Test,Live at WFMU on Irene Trudel's Show on 6/9/2008
004069.mp3,004069,small,256000,233,Folk,2,Test,Live at WFMU on Irene Trudel's Show on 6/9/2008
004070.mp3,004070,small,256000,259,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004071.mp3,004071,small,256000,227,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004072.mp3,004072,small,256000,148,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004073.mp3,004073,small,256000,197,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004074.mp3,004074,small,256000,245,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004075.mp3,004075,small,256000,268,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004076.mp3,004076,small,256000,216,International,5,Test,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004077.mp3,004077,small,256000,195,International,5,Test,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004078.mp3,004078,small,256000,205,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004079.mp3,004079,small,256000,296,International,5,Train,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004080.mp3,004080,small,256000,236,International,5,Test,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008
004091.mp3,004091,small,256000,173,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004092.mp3,004092,small,256000,159,International,5,Test,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004093.mp3,004093,small,256000,200,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004094.mp3,004094,small,256000,157,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004095.mp3,004095,small,256000,222,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004096.mp3,004096,small,256000,195,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004097.mp3,004097,small,256000,183,International,5,Test,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004098.mp3,004098,small,256000,141,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004099.mp3,004099,small,256000,205,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004100.mp3,004100,small,256000,184,International,5,Test,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004101.mp3,004101,small,256000,127,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004102.mp3,004102,small,256000,201,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004103.mp3,004103,small,256000,261,International,5,Train,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008
004108.mp3,004108,small,192000,132,Rock,7,Train,Live at WFMU on Brian Turner's Show on 12/18/2007
004232.mp3,004232,small,256000,393,International,5,Train,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004233.mp3,004233,small,256000,307,International,5,Train,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004234.mp3,004234,small,256000,317,International,5,Train,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004235.mp3,004235,small,256000,557,International,5,Train,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004236.mp3,004236,small,256000,307,International,5,Train,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004239.mp3,004239,small,256000,294,International,5,Test,Live at WFMU on Rob Weisberg's Show on 4/7/2007
004450.mp3,004450,small,256000,241,Folk,2,Train,Live at WFMU on Bethany Ryker's Show on 10/5/2008
004507.mp3,004507,small,256000,237,International,5,Train,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008
004508.mp3,004508,small,256000,277,International,5,Train,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008
004509.mp3,004509,small,256000,215,International,5,Train,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008
004510.mp3,004510,small,256000,238,International,5,Train,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008
004511.mp3,004511,small,256000,313,International,5,Train,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008
004519.mp3,004519,small,256000,117,Electronic,0,Train,Live at WFMU on Marty McSorely's Show on 10/28/2008
004520.mp3,004520,small,256000,199,Electronic,0,Train,Live at WFMU on Marty McSorely's Show on 10/28/2008
004521.mp3,004521,small,256000,184,Electronic,0,Train,Live at WFMU on Marty McSorely's Show on 10/28/2008
004522.mp3,004522,small,256000,259,Electronic,0,Test,Live at WFMU on Marty McSorely's Show on 10/28/2008
004682.mp3,004682,small,256000,337,Hip-Hop,3,Train,Live at WFMU on Mike's Show on 9/25/2004
004684.mp3,004684,small,256000,392,Hip-Hop,3,Train,Live at WFMU on Mike's Show on 9/25/2004
004685.mp3,004685,small,256000,332,Hip-Hop,3,Train,Live at WFMU on Mike's Show on 9/25/2004
004688.mp3,004688,small,256000,376,Hip-Hop,3,Test,Live at WFMU on Mike's Show on 9/25/2004
004777.mp3,004777,small,256000,183,Rock,7,Test,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004778.mp3,004778,small,256000,121,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004779.mp3,004779,small,256000,149,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004780.mp3,004780,small,256000,76,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004781.mp3,004781,small,256000,131,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004782.mp3,004782,small,256000,165,Rock,7,Test,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004784.mp3,004784,small,256000,124,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004785.mp3,004785,small,256000,151,Rock,7,Test,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004786.mp3,004786,small,256000,120,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004787.mp3,004787,small,256000,165,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004788.mp3,004788,small,256000,159,Rock,7,Train,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004799.mp3,004799,small,256000,242,Rock,7,Train,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008"
004835.mp3,004835,small,256000,243,Rock,7,Train,Live at WFMU on The Cherry Blossom Clinic 6/21/2002
004836.mp3,004836,small,256000,214,Rock,7,Train,Live at WFMU on The Cherry Blossom Clinic 6/21/2002
004838.mp3,004838,small,256000,268,Rock,7,Test,Live at WFMU on The Cherry Blossom Clinic 6/21/2002
004846.mp3,004846,small,256000,345,International,5,Test,Live at WFMU on Rob Weisberg's Show on 10/4/2008
004848.mp3,004848,small,256000,211,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/4/2008
004849.mp3,004849,small,256000,283,International,5,Train,Live at WFMU on Rob Weisberg's Show on 10/4/2008
005006.mp3,005006,small,256000,121,Rock,7,Train,Live at WFMU on Mike L's Show on 11/10/2002
005156.mp3,005156,small,256000,324,Folk,2,Test,Live at WFMU 5/5/08 on Irene Trudel's show
005157.mp3,005157,small,256000,298,Folk,2,Test,Live at WFMU 5/5/08 on Irene Trudel's show
005158.mp3,005158,small,256000,226,Folk,2,Test,Live at WFMU 5/5/08 on Irene Trudel's show
005159.mp3,005159,small,256000,286,Folk,2,Test,Live at WFMU 5/5/08 on Irene Trudel's show
005169.mp3,005169,small,256000,329,Folk,2,Train,Live at WFMU 5/5/08 on Irene Trudel's show
005170.mp3,005170,small,256000,356,Folk,2,Train,Live at WFMU 5/5/08 on Irene Trudel's show
005171.mp3,005171,small,256000,199,Folk,2,Test,Live at WFMU 5/5/08 on Irene Trudel's show
005191.mp3,005191,small,256000,95,Pop,6,Train,Live at WFMU on Michael Goodstein's Show on 9/13/2004
005264.mp3,005264,small,256000,431,Hip-Hop,3,Train,Live at WFMU on Mike's Show on 7/11/2002
005268.mp3,005268,small,256000,260,Hip-Hop,3,Train,Live at WFMU on Mike's Show on 7/11/2002
005376.mp3,005376,small,256000,216,Folk,2,Train,Live at WFMU on Bethany's Show on 9/10/2006
005381.mp3,005381,small,256000,199,Folk,2,Train,Live at WFMU on Bethany's Show on 9/10/2006
005521.mp3,005521,small,192000,178,Experimental,1,Test,Three Forks
005879.mp3,005879,small,160000,321,Folk,2,Train,In Her Dream: Bob Wiseman Sings Wrench Tuttle
005936.mp3,005936,small,256000,207,Folk,2,Train,Live at WFMU on The Modern World w/ Trouble 1/22/09
005940.mp3,005940,small,256000,184,Folk,2,Test,Live at WFMU on Irene Trudel's Show 12/8/08
006329.mp3,006329,small,256000,225,International,5,Train,Sheqer Live on WFMU from the 2009 Golden Festival in NYC
006330.mp3,006330,small,256000,201,International,5,Train,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC
006331.mp3,006331,small,256000,337,International,5,Test,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006332.mp3,006332,small,256000,344,International,5,Train,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006333.mp3,006333,small,256000,277,International,5,Train,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC
006342.mp3,006342,small,256000,290,International,5,Train,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC
006354.mp3,006354,small,256000,214,International,5,Test,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC
006357.mp3,006357,small,256000,214,International,5,Train,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006358.mp3,006358,small,256000,287,International,5,Train,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006360.mp3,006360,small,256000,291,International,5,Test,Keyif Live on WFMU from the 2009 Golden Festival in NYC
006363.mp3,006363,small,256000,350,International,5,Train,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC
006366.mp3,006366,small,256000,340,International,5,Train,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC
006367.mp3,006367,small,256000,236,International,5,Train,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC
006368.mp3,006368,small,256000,196,International,5,Train,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006370.mp3,006370,small,256000,342,International,5,Train,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006372.mp3,006372,small,256000,274,International,5,Train,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC
006373.mp3,006373,small,256000,307,International,5,Train,Keyif Live on WFMU from the 2009 Golden Festival in NYC
006376.mp3,006376,small,256000,289,International,5,Train,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006379.mp3,006379,small,256000,303,International,5,Train,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC
006380.mp3,006380,small,256000,180,International,5,Train,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC
006381.mp3,006381,small,256000,294,International,5,Train,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006382.mp3,006382,small,256000,390,International,5,Train,Sheqer Live on WFMU from the 2009 Golden Festival in NYC
006383.mp3,006383,small,256000,312,International,5,Train,Keyif Live on WFMU from the 2009 Golden Festival in NYC
006385.mp3,006385,small,256000,221,International,5,Train,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC
006387.mp3,006387,small,256000,211,International,5,Train,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006389.mp3,006389,small,256000,311,International,5,Train,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC
006390.mp3,006390,small,256000,385,International,5,Train,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC
006393.mp3,006393,small,256000,331,International,5,Train,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC
006394.mp3,006394,small,256000,443,International,5,Train,Sheqer Live on WFMU from the 2009 Golden Festival in NYC
